20250101 152300;23753.7;23758.4;23753;23758.25;2000
20250101 152400;23758.4;23759.95;23755.25;23757.75;2000
20250101 152500;23758.6;23762.9;23756.6;23758.85;2000
20250101 152600;23760.65;23767.4;23755.95;23765.9;2000
20250101 152700;23765.35;23769.8;23763.55;23768.65;2000
20250101 152800;23767.15;23767.95;23761.15;23762.6;2000
20250101 152900;23763;23765.25;23755.05;23758.7;2000
20250101 153100;23752.9;23752.9;23742.9;23742.9;2000
20250102 091500;23798.45;23808.4;23776.75;23787.6;2000
20250102 091600;23788.75;23802.95;23785.2;23796.7;2000
20250102 091700;23798.3;23812.15;23791.9;23809;2000
20250102 091800;23807.8;23808.65;23800.55;23800.95;2000
20250102 091900;23802.15;23802.15;23787.6;23788.85;2000
20250102 092000;23786;23786;23754.4;23765.1;2000
20250102 092100;23765.9;23773.7;23760.55;23769.9;2000
20250102 092200;23770.35;23776;23764.2;23776;2000
20250102 092300;23774.65;23775.95;23765;23770;2000
20250102 092400;23769.35;23780;23768.05;23771.7;2000
20250102 092500;23771.15;23775;23767.65;23772.75;2000
20250102 092600;23772.65;23788.25;23772.6;23780;2000
20250102 092700;23781.85;23786.1;23773.7;23782.7;2000
20250102 092800;23781.55;23786.95;23778.15;23781.55;2000
20250102 092900;23780.85;23782.35;23764.65;23766.2;2000
20250102 093000;23760.5;23765.65;23751.55;23763.7;2000
20250102 093100;23763.95;23772.65;23763;23769.2;2000
20250102 093200;23769.6;23779.1;23768.85;23779.1;2000
20250102 093300;23779.8;23785.1;23778.8;23782.55;2000
20250102 093400;23783.2;23791.4;23783.05;23784.25;2000
20250102 093500;23784.25;23790;23783.4;23785.9;2000
20250102 093600;23787.45;23787.45;23780.55;23786.05;2000
20250102 093700;23786.2;23830.75;23786.2;23818.65;2000
20250102 093800;23819.9;23821.4;23813.5;23816.35;2000
20250102 093900;23815.25;23821.2;23814.55;23815.05;2000
20250102 094000;23817.4;23822.85;23814.55;23818.2;2000
20250102 094100;23819.6;23834.1;23812.25;23832.9;2000
20250102 094200;23842;23842.05;23826.6;23834.5;2000
20250102 094300;23834.65;23834.65;23826.35;23831.3;2000
20250102 094400;23830.55;23831.4;23821.8;23826.7;2000
20250102 094500;23827.4;23833.05;23826.4;23827.8;2000
20250102 094600;23828.25;23839.35;23824.1;23834.4;2000
20250102 094700;23830.45;23830.45;23806.65;23818;2000
20250102 094800;23819;23819.55;23813.1;23816.3;2000
20250102 094900;23816.6;23816.6;23809.4;23812.5;2000
20250102 095000;23811.9;23823.3;23807.55;23817.5;2000
20250102 095100;23816.8;23827.55;23808.3;23808.3;2000
20250102 095200;23804.45;23804.45;23794.1;23798.15;2000
20250102 095300;23799.05;23799.6;23794.55;23794.55;2000
20250102 095400;23793.7;23826.55;23791.8;23817.85;2000
20250102 095500;23818.75;23868.5;23818.75;23848.85;2000
